id,ICAO CODE,IATA CODE,AIRPORT NAME,CITY,COUNTRY,Latitude,Longitude
2392,MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,MEXICO,22.74,-99.018
2393,MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,MEXICO,24.124,-104.528
2394,MMEP,TPQ,TEPIC,TEPIC,MEXICO,21.419,-104.843
2395,MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,MEXICO,31.795,-116.602
2396,MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,MEXICO,20.522,-103.311
2397,MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,MEXICO,27.969,-110.925
2398,MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,18.497,-97.42
2399,MMHO,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,HERMOSILLO,MEXICO,29.096,-111.048
2400,MMIA,CLQ,COLIMA,COLIMA,MEXICO,19.277,-103.577
2401,MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,MEXICO,21.245,-86.74
2402,MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,MEXICO,25.549,-100.929
2403,MMIT,N/A,IXTEPEC,IZTEPEC,MEXICO,16.449,-95.094
2404,MMJA,N/A,LENCERO,JALAPA,MEXICO,19.475,-96.797
2405,MMLC,LZC,LAZARO CARDENAS,LAZARD CARDENAS,MEXICO,18.002,-102.22
2406,MMLM,LMM,VALLE DEL FUERTE INTERNATIONAL,LOS MOCHIS,MEXICO,25.685,-109.081
2407,MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,MEXICO,20.993,-101.481
2408,MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,MEXICO,24.072,-110.362
2409,MMLT,LTO,LORETO INTERNATIONAL,LORETO,MEXICO,25.989,-111.348
2410,MMMA,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,MATAMOROS,MEXICO,25.77,-97.525
2411,MMMD,MID,LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL,MERIDA,MEXICO,20.937,-89.657
2412,MMML,MXL,GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL,MEXICALI,MEXICO,32.631,-115.241
2413,MMMM,MLM,GENERAL FRANCISCO J MUJICA,MORELIA,MEXICO,19.85,-101.025
2414,MMMT,MTT,MINATITLAN,MINATITLAN,MEXICO,18.103,-94.581
2415,MMMV,LOV,MONCLOVA INTERNATIONAL,MONCLOVA,MEXICO,26.956,-101.47
2416,MMMX,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,MEXICO CITY,MEXICO,19.436,-99.072
2417,MMMY,MTY,GENERAL MARIANO ESCOBEDO INTERNATIONAL,MONTERREY,MEXICO,25.778,-100.107
2418,MMMZ,MZT,GENERAL RAFAEL BUELNA INTERNATIONAL,MAZATLAN,MEXICO,23.161,-106.266
2419,MMNG,NOG,NOGALES INTERNATIONAL,NOGALES,MEXICO,31.226,-110.976
2420,MMNL,NLD,QUETZALCOATL INTERNATIONAL,NUEVO LAREDO,MEXICO,27.444,-99.57
2421,MMOX,OAX,XOXOCOTLAN INTERNATIONAL,OAXACA,MEXICO,17,-96.726
2422,MMPA,PAZ,TAJIN,POZA RICO,MEXICO,20.603,-97.461
2423,MMPB,PBC,HERMANOS SERDAN INTERNATIONAL,PUEBLA,MEXICO,19.158,-98.371
2424,MMPC,PCA,INGENIERO JUAN GUILLERMO VILLASANA,PACHUCA,MEXICO,20.077,-98.782
2425,MMPE,PPE,PUNTA PENASCO,PUNTA PENASCO,MEXICO,31.352,-113.526
2426,MMPG,PDS,PIEDRAS NEGRAS INTERNATIONAL,PIEDRAS NEGRAS,MEXICO,28.627,-100.535
2427,MMPN,UPN,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,URUAPAN,MEXICO,19.397,-102.039
2428,MMPR,PVR,LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL,PUERTO VALLARTA,MEXICO,20.68,-105.254
2429,MMPS,PXM,PUERTO ESCONDIDO,PUERTO ESCONDIDO,MEXICO,15.877,-97.089
2430,MMQT,QRO,INGENIERO F ESPINOZA GUTIERREZ INTERNATIONAL,QUERETARO,MEXICO,20.624,-100.369
2431,MMRX,REX,GENERAL LUCIO BLANCO INTERNATIONAL,REYNOSA,MEXICO,26.009,-98.228
2432,MMSD,SJD,LOS CABOS INTERNATIONAL,SAN JOSE DEL CABO,MEXICO,23.152,-109.721
2433,MMSF,N/A,SAN FELIPE,SAN FILIPE,MEXICO,30.93,-114.809
2434,MMSP,SLP,PONCIANO ARRIAGA INTERNATIONAL,SAN LUIS POTOSI,MEXICO,22.254,-100.931
2435,MMTA,TXA,TLAXCALA,TLAXCALA,MEXICO,19.536,-98.173
2436,MMTC,TRC,TORREON INTERNATIONAL,TORREON,MEXICO,25.568,-103.411
2437,MMTG,TGZ,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO,16.769,-93.341
2438,MMTJ,TIJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,TIJUANA,MEXICO,32.541,-116.97
2439,MMTM,TAM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAMPICO,MEXICO,22.296,-97.866
2440,MMTN,TSL,TAMUIN,TAMUIN,MEXICO,22.038,-98.806
2441,MMTO,TLC,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TOLUCA,MEXICO,19.337,-99.566
2442,MMTP,TAP,TAPACHULA INTERNATIONAL,TAPACHULA,MEXICO,14.794,-92.37
2443,MMTX,N/A,ZAPOTILTIC,TUXPAN,MEXICO,19.598,-103.372
2444,MMUN,CUN,CANCUN INTERNATIONAL,CANCUN,MEXICO,21.036,-86.877
2445,MMVA,VSA,C P A CARLOS ROVIROSA INTERNATIONAL,VILLAHERMOSA,MEXICO,17.997,-92.817
2446,MMVR,VER,GENERAL HERIBERTO JARA INTERNATIONAL,VERA CRUZ,MEXICO,19.145,-96.187
2447,MMZC,ZCL,GENERAL LEOBARDO C RUIZ INTERNATIONAL,ZACATECAS,MEXICO,22.897,-102.687
2448,MMZH,ZIH,IXTAPA ZIHUATANEJO INTERNATIONAL,ZIHUATANEJO,MEXICO,17.601,-101.46
2449,MMZM,ZMM,ZAMORA,ZAMORA,MEXICO,20.045,-102.276
2450,MMZO,ZLO,PLAYA DE ORO INTERNATIONAL,MANZANILLO,MEXICO,19.145,-104.559
2451,MMZP,N/A,ZAPOPAN,ZAPOPAN,MEXICO,20.756,-103.465
2452,MNBL,BEF,BLUEFIELDS,BLUEFIELDS,NICARAGUA,11.989,-83.774
2453,MNBR,N/A,LOS BRASILES,LOS BRASILES,NICARAGUA,12.189,-86.354
2454,MNLN,N/A,FANOR URROZ,LEON,NICARAGUA,12.428,-86.902
2455,MNMG,MGA,MANAGUA INTERNATIONAL,MANAGUA,NICARAGUA,12.141,-86.168
2456,MNPC,PUZ,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA,14.047,-83.387
2457,MPBO,BOC,BOCAS DEL TORO,BOCAS DEL TORO,PANAMA,9.341,-82.251
2458,MPCH,CHX,CAP MANUEL NINO INTERNATIONAL,CHANGUINOLA,PANAMA,9.459,-82.517
2459,MPDA,DAV,ENRIQUE MALEK INTERNATIONAL,DAVID,PANAMA,8.391,-82.435
2460,MPHO,HOW,HOWARD AFB,HOWARD,PANAMA,8.914,-79.599
2461,MPJE,N/A,JAQUE,JAQUE,PANAMA,7.517,-78.157
2462,MPLP,N/A,CAP RAMON XATRUCH,LA PALMA,PANAMA,8.407,-78.142
2463,MPMG,PAC,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,8.973,-79.556
2464,MPSA,N/A,RUBEN CANTU,SANTIAGO,PANAMA,8.086,-80.945
2465,MPTO,PTY,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,9.071,-79.383
2466,MRBA,N/A,BUENOS AIRES,BUENOS AIRES,COSTA RICA,9.167,-83.332
2467,MRBC,N/A,BARRA DEL COLORADO,BARRA DEL COLORADO,COSTA RICA,10.769,-83.586
2468,MRCC,OTR,COTO 47,COTO 47,COSTA RICA,8.601,-82.97
2469,MRCV,N/A,CABO VELAS,CABO VELAS,COSTA RICA,10.356,-85.853
2470,MREC,N/A,EL CARMEN,EL CARMEN,COSTA RICA,10.202,-83.472
2471,MRFI,N/A,NUEVO PALMAR SUR,FINCA 10,COSTA RICA,8.916,-83.507
2472,MRFS,N/A,FINCA 63,FINCA 63,COSTA RICA,8.652,-83.065
2473,MRGF,GLF,GOLFITO,GOLFITO,COSTA RICA,8.654,-83.182
2474,MRGP,N/A,GUAPILES,GUAPILES,COSTA RICA,10.217,-83.795
2475,MRLB,LIR,DANIEL ODUBER QUIROS INTERNATIONAL,LIBERIA,COSTA RICA,10.593,-85.544
2476,MRLC,N/A,LOS CHILES,LOS CHILES,COSTA RICA,11.035,-84.706
2477,MRLM,LIO,LIMON INTERNATIONAL,LIMON,COSTA RICA,9.958,-83.022
2478,MRNS,NOB,NOSARA,NOSARA BEACH,COSTA RICA,9.976,-85.653
2479,MROC,SJO,JUAN SANTAMARIA INTERNATIONAL,SAN JOSE,COSTA RICA,9.994,-84.209
2480,MRPD,N/A,PANDORA,PANDORA,COSTA RICA,9.732,-82.983
2481,MRPM,PMZ,PALMAR SUR,PALMAR SUR,COSTA RICA,8.951,-83.468
2482,MRPV,N/A,TOBIAS BOLANOS INTERNATIONAL,SAN JOSE,COSTA RICA,9.957,-84.142
2483,MRQP,XQP,QUEPOS MANAGUA,QUEPOS,COSTA RICA,9.443,-84.13
2484,MRSG,N/A,SANTA CLARA DE GUAPILES,SANTA CLARA,COSTA RICA,10.288,-83.714
2485,MRSV,N/A,SAN VITO DE JAVA,SAN VITO DE JABA,COSTA RICA,8.826,-82.959
2486,MSLP,SAL,EL SALVADOR INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13.441,-89.056
2487,MSSS,N/A,ILOPANGO INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13.7,-89.12
2488,MTCH,CAP,CAP HAITIEN,CAP HAITIEN,HAITI,19.732,-72.195
2489,MTPP,PAP,PORT AU PRINCE INTERNATIONAL,PORT-AU-PRINCE,HAITI,18.58,-72.293
2490,MUBA,BCA,GUSTAVO RIZO,BARACOA PLAYA,CUBA,20.366,-74.506
2491,MUBY,BYM,CARLOS MANUEL DE CESPEDES,BAYAMO,CUBA,20.396,-76.621
2492,MUCA,AVI,MAXIMO GOMEZ,CIEGO DE AVILA,CUBA,22.027,-78.789
2493,MUCB,N/A,CAIBARIEN,CAIBARIEN,CUBA,22.506,-79.47
2494,MUCC,N/A,JARDINES DEL RAY,CUNAGUA,CUBA,22.461,-78.329
2495,MUCF,CFG,JAIME GONZALEZ,CIENFUEGOS,CUBA,22.15,-80.414
2496,MUCL,CYO,VILO ACUNA,CAYO,CUBA,21.616,-81.546
2497,MUCM,CMW,IGNACIO AGRAMONTE INTERNATIONAL,CAMAGUEY,CUBA,21.42,-77.847
2498,MUCU,SCU,ANTONIO MACEO INTERNATIONAL,SANTIAGO DE CUBA,CUBA,19.97,-75.836
2499,MUFL,N/A,FLORIDA,FLORIDA,CUBA,21.5,-78.203
2500,MUGM,N/A,GUANTANAMO BAY NS,GUANTANAMO,CUBA,19.906,-75.207
2501,MUGT,GAO,MARIANA GRAJALES,GUANTANAMO,CUBA,20.085,-75.158
2502,MUHA,HAV,JOSE MARTI INTERNATIONAL,HAVANA,CUBA,22.989,-82.409
2503,MUHG,HOG,FRANK PAIS,HOLGUIN,CUBA,20.786,-76.315
2504,MULM,LCL,LA COLOMA,LA COLOMA,CUBA,22.336,-83.642
2505,MUMG,N/A,MANAGUA,MANAGUA,CUBA,22.97,-82.275
2506,MUML,N/A,MARIEL,MARIEL,CUBA,23.007,-82.767
2507,MUMO,MOA,ORESTES ACOSTA,MOA,CUBA,20.654,-74.922
2508,MUMZ,MZO,SIERRA MAESTRA,MANZANILLO,CUBA,20.288,-77.089
2509,MUNC,N/A,NICARO,NICARO,CUBA,20.689,-75.531
2510,MUNG,GER,RAFAEL PEREZ,NUEVA GERONA,CUBA,21.835,-82.784
2511,MUPB,N/A,PLAYA BARACOA,BARACOA PLAYA,CUBA,23.033,-82.579
2512,MUPR,N/A,PINAR DEL RIO,PINAR DEL RIO NORTE,CUBA,22.421,-83.678
2513,MUSA,N/A,SAN ANTONIO DE LOS BANOS,SAN ANTONIO DE BANOS,CUBA,22.871,-82.509
2514,MUSC,SNU,ABEL SANTAMARIA,SANTA CLARA,CUBA,22.492,-79.944
2515,MUSJ,N/A,SAN JULIAN,SAN JULIAN,CUBA,22.095,-84.152
2516,MUSL,N/A,ROBERTO YAGUERO,SANTA LUCIA,CUBA,21.509,-77.017
2517,MUSN,N/A,SIGUANEA,SIGUANEA,CUBA,21.642,-82.955
2518,MUSS,N/A,SANCTI SPIRITUS,SANCTI SPIRITUS,CUBA,21.971,-79.442
2519,MUTD,N/A,ALBERTO DELGADO,TRINIDAD,CUBA,21.788,-79.997
2520,MUVR,VRA,JUAN GUALBERTO GOMEZ INTERNATIONAL,VARADERO,CUBA,23.034,-81.435
2521,MUVT,VTU,HERMANOS AMEIJEIRAS,LAS TUNAS,CUBA,20.988,-76.936
2522,MWCB,CYB,GERRARD SMITH INTERNATIONAL,CAYMAN BARAC,CAYMAN ISLANDS,19.687,-79.883
2523,MWCR,GCM,OWEN ROBERTS INTERNATIONAL,GEORGETOWN,CAYMAN ISLANDS,19.293,-81.357
2524,MYAB,N/A,CLARENCE A BAIN,CLARENCE BAIN,BAHAMAS,24.288,-77.684
2525,MYAF,ASD,ANDROS TOWN,ANDROS TOWN,BAHAMAS,24.698,-77.796
2526,MYAK,N/A,CONGO TOWN,CONGO TOWN,BAHAMAS,24.159,-77.59
2527,MYAM,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083
2528,MYAN,SAQ,SAN ANDROS,SAN ANDROS,BAHAMAS,25.054,-78.049
2529,MYAP,AXP,SPRING POINT,SPRING POINT,BAHAMAS,22.442,-73.971
2530,MYAS,N/A,SANDY POINT,SANDY POINT,BAHAMAS,26.004,-77.395
2531,MYAT,TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,26.745,-77.391
2532,MYBC,CCZ,CHUB CAY,CHUB CAY,BAHAMAS,25.417,-77.881
2533,MYBG,N/A,GREAT HARBOUR CAY,BULLOCKS HARBOUR,BAHAMAS,25.738,-77.84
2534,MYBS,BIM,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25.7,-79.264
2535,MYCA,N/A,ARTHURS TOWN,ARTHUR'S TOWN,BAHAMAS,24.629,-75.674
2536,MYCB,N/A,NEW BIGHT,NEW BIGHT,BAHAMAS,24.315,-75.454
2537,MYCI,N/A,COLONEL HILL,COLONEL HILL,BAHAMAS,22.746,-74.182
2538,MYEF,GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23.563,-75.878
2539,MYEH,ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681
2540,MYEM,GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25.284,-76.331
2541,MYEN,N/A,NORMANS CAY,NORMAN'S CAY,BAHAMAS,24.594,-76.832
2542,MYER,RSD,ROCK SOUND,ROCK SOUND,BAHAMAS,24.892,-76.178
2543,MYES,N/A,STANIEL CAY,STANIEL CAY,BAHAMAS,24.169,-76.439
2544,MYGF,FPO,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26.559,-78.695
2545,MYGW,WTD,WEST END,WEST END,BAHAMAS,26.686,-78.978
2546,MYIG,IGA,MATTHEW TOWN,MATTHEW TOWN,BAHAMAS,20.975,-73.667
2547,MYLD,LGI,DEADMANS CAY,DEAD MAN'S CAY,BAHAMAS,23.179,-75.093
2548,MYLS,SML,STELLA MARIS,STELLA MARIS,BAHAMAS,23.583,-75.269
2549,MYMM,MYG,MAYAGUANA,MAYAGUANA,BAHAMAS,22.379,-73.013
2550,MYNN,NAS,NASSAU INTERNATIONAL,NASSAU,BAHAMAS,25.039,-77.466
2551,MYRD,N/A,DUNCAN TOWN,DUNCAN TOWN,BAHAMAS,22.182,-75.729
2552,MYSM,ZSA,SAN SALVADOR,COCKBURN TOWN,BAHAMAS,24.063,-74.524
2553,MZBZ,BZE,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,17.539,-88.308
2554,NCAI,AIT,AITUTAKI,AITUTAKI,COOK ISLANDS,-18.825,-159.774
2555,NCRG,RAR,RAROTONGA INTERNATIONAL,AVARUA,COOK ISLANDS,-21.203,-159.806
2556,NFFN,NAN,NADI INTERNATIONAL,NANDI,FIJI,-17.754,177.443
2557,NFNA,SUV,NAUSORI INTERNATIONAL,NAUSORI,FIJI,-18.043,178.559
2558,NFNL,LMG,LABASA,LAMBASA,FIJI,-16.467,179.34
2559,NFTF,TBU,FUA AMOTU INTERNATIONAL,TONGATAPU,TONGA,-21.241,-175.15
2560,NFTL,HPA,HAAPAI,HA'APAI,TONGA,-19.777,-174.341
2561,NFTV,VAV,VAVAU INTERNATIONAL,VAVA'U,TONGA,-18.585,-173.963
2562,NGFU,FUN,FUNAFUTI INTERNATIONAL AIRPORT,FUNAFUTI,TUVALU ISLAND,-8.517,179.217
2563,NGTA,TRW,BONRIKI INTERNATIONAL,TARAWA,KIRIBATI,1.381,173.147
2564,NGTE,TBF,TABITEUEA NORTH,TABITEUEA NORTH,KIRIBATI,-1.224,174.776
2565,NIUE,HUE,NIUE INTERNATIONAL,ALOFI,NEW ZEALAND,-19.08,-169.926
2566,NLWW,WLS,HIHIFO,WALLIS,WALLIS & FUTUNA,-13.238,-176.199
2567,NSFA,APW,FALEOLO INTERNATIONAL,FALEOLO,SAMOA,-13.83,-172.008
2568,NSTU,PPG,PAGO PAGO INTERNATIONAL,PAGO PAGO,SAMOA,-14.331,-170.71
2569,NTAR,RUR,RURUTU,RURUTU,FRENCH POLYNESIA,-22.434,-151.361
2570,NTAT,TUB,TUBUAI,TUBUAI,FRENCH POLYNESIA,-23.365,-149.524
2571,NTGA,AAA,ANAA,ANAA,FRENCH POLYNESIA,-17.353,-145.51
2572,NTGB,N/A,FANGATAU,FANGATAU,FRENCH POLYNESIA,-15.82,-140.887
2573,NTGC,TIH,TIKEHAU,TIKEHAU,FRENCH POLYNESIA,-15.119,-148.231
2574,NTGE,REA,REAO,REAO,FRENCH POLYNESIA,-18.466,-136.439
2575,NTGF,FAV,FAKARAVA,FAKARAVA,FRENCH POLYNESIA,-16.054,-145.657
2576,NTGI,XMH,MANIHI,MANIHI,FRENCH POLYNESIA,-14.437,-146.07
2577,NTGJ,GMR,TOTEGEGIE,TOTEGEGIE,FRENCH POLYNESIA,-23.08,-134.89
2578,NTGK,KKR,KAUKURA,KAUKURA ATOLL,TUAMOTU ISLANDS,-15.663,-146.885
2579,NTGM,MKP,MAKEMO,MAKEMO,FRENCH POLYNESIA,-16.585,-143.657
2580,NTGN,NAU,NAPUKA,NAPUKA ISLAND,FRENCH POLYNESIA,-14.177,-141.267
2581,NTGP,PKP,PUKA PUKA,PUKA PUKA,FRENCH POLYNESIA,-14.809,-138.813
2582,NTGT,TKP,TAKAPOTO,TAKAPOTO,FRENCH POLYNESIA,-14.712,-145.253
2583,NTGU,AXR,ARUTUA,ARUTUA,TUAMOTU ISLANDS,-15.248,-146.616
2584,NTGV,MVT,MATAIVA,MATAIVA,FRENCH POLYNESIA,-14.868,-148.717
2585,NTGY,N/A,TUREIA,TUREIA,FRENCH POLYNESIA,-20.783,-138.568
2586,NTKR,TKX,TAKAROA,TAKAROA,FRENCH POLYNESIA,-14.456,-145.024
2587,NTMD,NHV,NUKU HIVA,NUKU HIVA,FRENCH POLYNESIA,-8.796,-140.229
2588,NTMN,N/A,ATUONA,HIVA-OA,FRENCH POLYNESIA,-9.769,-139.011
2589,NTTB,BOB,BORA BORA,BORA BORA,FRENCH POLYNESIA,-16.444,-151.751
2590,NTTG,RGI,RANGIROA,RANGIROA,FRENCH POLYNESIA,-14.954,-147.661
2591,NTTH,HUH,HUAHINE,HUAHINE ISLAND,FRENCH POLYNESIA,-16.687,-151.022
2592,NTTM,MOZ,TEMAE,MOOREA,FRENCH POLYNESIA,-17.49,-149.762
2593,NTTO,HOI,HAO,HAO ISLAND,TUAMOTU ISLANDS,-18.075,-140.946
2594,NTTP,MAU,MAUPITI,MAUPITI,FRENCH POLYNESIA,-16.426,-152.244
2595,NTTR,RFP,UTUROA,RAIATEA ISLAND,FRENCH POLYNESIA,-16.723,-151.466
2596,NTTX,N/A,MURUROA ATOLL,MURUROA,FRENCH POLYNESIA,-21.808,-138.794
2597,NVSS,N/A,SANTO PEKOA INTERNATIONAL,SANTO,VANUATU,-15.501,167.222
2598,NVVV,VLI,PORT VILA BAUERFIELD,PORT-VILA,VANUATU,-17.699,168.32
2599,NWWD,KNQ,KONE,KONE,NEW CALEDONIA,-21.053,164.838
2600,NWWK,KOC,KOUMAC,KOUMAC,NEW CALEDONIA,-20.546,164.256
2601,NWWL,LIF,OUANAHAM,LIFOU,NEW CALEDONIA,-20.775,167.24
2602,NWWM,GEA,NOUMEA MAGENTA,NOUMEA,NEW CALEDONIA,-22.258,166.473
2603,NWWR,MEE,LA ROCHE,MARE,NEW CALEDONIA,-21.482,168.037
2604,NWWU,TOU,TOUHO,TOUHO,NEW CALEDONIA,-20.791,165.259
2605,NWWV,UVE,OUVEA OULOUP,OUVEA,NEW CALEDONIA,-20.641,166.573
2606,NWWW,NOU,LA TONTOUTA,NOUMEA,NEW CALEDONIA,-22.014,166.213
2607,NZAA,AKL,AUCKLAND INTERNATIONAL,AUCKLAND,NEW ZEALAND,-37.008,174.792
2608,NZAP,TUO,TAUPO,TAUPO,NEW ZEALAND,-38.74,176.084
2609,NZAR,N/A,ARDMORE,ARDMORE,NEW ZEALAND,-37.03,174.973
2610,NZCH,CHC,CHRISTCHURCH INTERNATIONAL,CHRISTCHURCH,NEW ZEALAND,-43.489,172.532
2611,NZCI,CHT,CHATHAM ISLANDS,CHATHAM ISLAND,NEW ZEALAND,-43.81,-176.457
2612,NZDN,DUD,DUNEDIN,DUNEDIN,NEW ZEALAND,-45.928,170.198
2613,NZGS,GIS,GISBORNE,GISBORNE,NEW ZEALAND,-38.663,177.978
2614,NZGT,MON,GLENTANNER,GLENTANNER,NEW ZEALAND,-43.907,170.128
2615,NZHK,HKK,HOKITIKA,HOKITIKA,NEW ZEALAND,-42.714,170.985
2616,NZHN,HLZ,HAMILTON,HAMILTON,NEW ZEALAND,-37.866,175.332
2617,NZHS,N/A,HASTINGS,HASTINGS,NEW ZEALAND,-39.647,176.767
2618,NZKK,KKE,KERIKERI,KERIKERI,NEW ZEALAND,-35.263,173.912
2619,NZKT,KAT,KAITAIA,KAITAIA,NEW ZEALAND,-35.07,173.285
2620,NZLX,ALR,ALEXANDRA,ALEXANDRA,NEW ZEALAND,-45.212,169.373
2621,NZMC,GTN,MOUNT COOK,MOUNT COOK,NEW ZEALAND,-43.765,170.133
2622,NZMO,TEU,MANAPOURI,MANAPOURI,NEW ZEALAND,-45.533,167.65
2623,NZMS,MRO,MASTERTON,MASTERTON,NEW ZEALAND,-40.973,175.634
2624,NZNP,NPL,NEW PLYMOUTH,NEW PLYMOUTH,NEW ZEALAND,-39.009,174.179
2625,NZNS,NSN,NELSON,NELSON,NEW ZEALAND,-41.298,173.221
2626,NZNV,IVC,INVERCARGILL,INVERCARGILL,NEW ZEALAND,-46.412,168.313
2627,NZOH,N/A,OHAKEA,OHAKEA,NEW ZEALAND,-40.206,175.388
2628,NZOU,OAM,OAMARU,OAMARU,NEW ZEALAND,-44.97,171.082
2629,NZPM,PMR,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND,-40.321,175.617
2630,NZPP,PPQ,PARAPARAUMU,PARAPARAUMU,NEW ZEALAND,-40.905,174.989
2631,NZQN,ZQN,QUEENSTOWN,QUEENSTOWN INTERNATIONAL,NEW ZEALAND,-45.021,168.739
2632,NZRO,ROT,ROTORUA,ROTORUA,NEW ZEALAND,-38.109,176.317
2633,NZRU,N/A,WAIOURU,WAIOURU,NEW ZEALAND,-39.446,175.658
2634,NZSP,N/A,SOUTH POLE STATION,STEPHEN'S ISLAND,NEW ZEALAND,-90,0
2635,NZTG,TRG,TAURANGA,TAURANGA,NEW ZEALAND,-37.672,176.196
2636,NZTU,TIU,TIMARU,TIMARU,NEW ZEALAND,-44.303,171.225
2637,NZUK,N/A,PUKAKI,PUKAKI,NEW ZEALAND,-44.235,170.118
2638,NZWB,BHE,WOODBOURNE,WOODBOURNE,NEW ZEALAND,-41.518,173.87
2639,NZWD,N/A,MCMURDO STATION,WEYDON,NEW ZEALAND,-77.883,166.65
2640,NZWF,WKA,WANAKA,WANAKA,NEW ZEALAND,-44.725,169.243
2641,NZWG,N/A,WIGRAM,WIGRAM,NEW ZEALAND,-43.551,172.553
2642,NZWK,WHK,WHAKATANE,WHAKATANE,NEW ZEALAND,-37.921,176.914
2643,NZWN,WLG,WELLINGTON INTERNATIONAL,WELLINGTON,NEW ZEALAND,-41.327,174.805
2644,NZWO,N/A,WAIROA,WAIROA,NEW ZEALAND,-39.007,177.407
2645,NZWP,N/A,WHENUAPAI,WHENUAPAI,NEW ZEALAND,-36.788,174.63
2646,NZWR,WRE,WHANGAREI,WHANGAREI,NEW ZEALAND,-35.768,174.365
2647,NZWS,WSZ,WESTPORT,WESTPORT,NEW ZEALAND,-41.738,171.581
2648,NZWU,WAG,WANGANUI,WANGANUI,NEW ZEALAND,-39.962,175.025
2649,OAHR,HEA,HERAT,HERAT,AFGHANISTAN,34.21,62.228
2650,OAJL,JAA,JALALABAD,JALALABAD,AFGHANISTAN,34.399,70.499
2651,OAKB,KBL,KABUL INTERNATIONAL,KABUL,AFGHANISTAN,34.566,69.212
2652,OAKN,KDH,KANDAHAR,KANDAHAR,AFGHANISTAN,31.506,65.848
2653,OAMN,MMZ,MAIMANA,MAIMAMA,AFGHANISTAN,35.934,64.759
2654,OAMS,MZR,MAZAR I SHARIF,MAZAR-I-SHARIF,AFGHANISTAN,36.707,67.209
2655,OASD,N/A,SHINDAND,SHINDAND,AFGHANISTAN,33.391,62.261
2656,OASG,N/A,SHEBERGHAN,SHEBERGHAN,AFGHANISTAN,36.75,65.912
2657,OATQ,N/A,TALULQAN,TALUQAN,AFGHANISTAN,36.775,69.532
2658,OAUZ,UND,KUNDUZ,KUNDUZ,AFGHANISTAN,36.665,68.911
2659,OBBI,BAH,BAHRAIN INTERNATIONAL,BAHRAIN,BAHRAIN,26.271,50.634
2660,OBBS,N/A,SHAIKH ISA,BAHRAIN,BAHRAIN,25.918,50.591
2661,OEAB,AHB,ABHA,ABHA,SAUDI ARABIA,18.24,42.656
2662,OEAH,LEA,AL AHSA,AL-AHSA,SAUDI ARABIA,25.284,49.486
2663,OEBA,ABT,AL BAHA,EL-BAHA,SAUDI ARABIA,20.296,41.634
2664,OEBH,BHH,BISHA,BISHA,SAUDI ARABIA,19.984,42.623
2665,OEBQ,N/A,ABQAIQ,ABQAIQ,SAUDI ARABIA,25.911,49.591
2666,OEDF,DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798
2667,OEDR,DHA,KING ABDULAZIZ AB,DHAHRAN,SAUDI ARABIA,26.265,50.152
2668,OEGN,GIZ,JAZAN,GIZAN,SAUDI ARABIA,16.901,42.586
2669,OEGS,ELQ,GASSIM,GASSIM,SAUDI ARABIA,26.303,43.774
